,Restaurant_id,Restaurant_link,Retaurant Name,Rating,price_for_one_two,Cousines
210,2811,https://www.swiggy.com/restaurants/art-of-delight-ice-creams-sundaes-and-desserts-residency-road-ashok-nagar-bangalore-2811,"Art of Delight - Ice Creams, Sundaes and Desserts",4.5,₹250 FOR TWO,"Ice Cream, Desserts, Beverages"
211,557828,https://www.swiggy.com/restaurants/adil-biryani-house-5th-block-koramangala-bangalore-557828,Adil Biryani House,3.5,₹200 FOR TWO,"Biryani, Hyderabadi"
212,575237,https://www.swiggy.com/restaurants/veg-daawat-by-behrouz-142-k-h-road-shanti-nagar-bangalore-575237,Veg Daawat by Behrouz,--,₹500 FOR TWO,"Biryani, Mughlai, Lucknowi, Hyderabadi, Desserts, Beverages"
213,681685,https://www.swiggy.com/restaurants/thalassery-restaurant-pulikeshi-nagar-frazer-town-bangalore-681685,Thalassery Restaurant,3.8,₹150 FOR TWO,"Biryani, Snacks"
214,439647,https://www.swiggy.com/restaurants/gerry-s-kitchen-xavier-layout-richmond-road-bangalore-439647,Gerry 's kitchen,--,₹450 FOR TWO,"Indian, Seafood"
215,121603,https://www.swiggy.com/restaurants/kannur-food-point-sg-palya-tavarekere-bangalore-121603,Kannur Food Point,3.9,₹300 FOR TWO,"Kerala, Chinese"
216,3062,https://www.swiggy.com/restaurants/rolls-on-wheels-hanumanthanagar-st-marks-road-bangalore-3062,Rolls On Wheels,4.3,₹300 FOR TWO,Snacks
217,18533,https://www.swiggy.com/restaurants/mangaluru-seafood-3rd-block-jayanagar-bangalore-18533,Mangaluru Seafood,4,₹500 FOR TWO,"Mangalorean, Seafood"
218,29673,https://www.swiggy.com/restaurants/natural-ice-cream-ashok-nagar-st-marks-road-bangalore-29673,Natural Ice Cream,4.6,₹150 FOR TWO,"Ice Cream, Desserts"
219,402783,https://www.swiggy.com/restaurants/kouzina-kafe-the-food-court-millars-road-vasanth-nagar-bangalore-402783,Kouzina Kafe - The Food Court,3.6,₹150 FOR TWO,"Bakery, Desserts, Ice Cream, Beverages"
220,449876,https://www.swiggy.com/restaurants/shyam-mishra-juice-centre-llp-chickpet-majestic-bangalore-449876,Shyam Mishra Juice Centre Llp,4.4,₹160 FOR TWO,"Juices, Beverages"
221,3900,https://www.swiggy.com/restaurants/mad-over-donuts-ashok-nagar-magrath-road-bangalore-3900,Mad Over Donuts,3.9,₹200 FOR TWO,"Desserts, Sweets, Bakery"
222,2821,https://www.swiggy.com/restaurants/xian-yellappa-chetty-layout-ulsoor-bangalore-2821,Xian,4.3,₹600 FOR TWO,"Chinese, Seafood, Thai, Pan-Asian"
223,503592,https://www.swiggy.com/restaurants/hari-super-sandwich-kumara-park-west-seshadripuram-bangalore-503592,Hari Super Sandwich,3.7,₹300 FOR TWO,"Fast Food, Snacks"
224,405531,https://www.swiggy.com/restaurants/mr-tea-maruti-nagar-btm-layout-bangalore-405531,Mr. Tea,4,₹200 FOR TWO,"Snacks, Indian"
225,385,https://www.swiggy.com/restaurants/juice-junction-koramangala-bangalore-385,Juice Junction,4.5,₹150 FOR TWO,Juices
226,30179,https://www.swiggy.com/restaurants/chungs-pavilion-2nd-stage-indiranagar-bangalore-30179,Chung's Pavilion,4.4,₹600 FOR TWO,Chinese
227,365222,https://www.swiggy.com/restaurants/green-chilly-2nd-stage-d-block-rajajinagar-bangalore-365222,Green Chilly,4.2,₹300 FOR TWO,"Chinese, North Indian, Indian"
228,423814,https://www.swiggy.com/restaurants/hotel-annapoorna-gandhi-nagar-majestic-bangalore-423814,Hotel Annapoorna,4.4,₹450 FOR TWO,"Biryani, Andhra"
229,211,https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-211,Tandoor Hut,4.4,₹300 FOR TWO,Biryani
230,84742,https://www.swiggy.com/restaurants/svi-food-jogupalya-halasuru-bangalore-84742,SVI Food,4.5,₹200 FOR TWO,North Indian
231,308,https://www.swiggy.com/restaurants/bangalikhana-7th-block-koramangala-bangalore-308,Bangalikhana,4.2,₹350 FOR TWO,"Bengali, Mughlai, Sweets"
232,442789,https://www.swiggy.com/restaurants/the-dessert-heaven-pure-veg-2nd-stage-domlur-layout-bangalore-442789,The Dessert Heaven - Pure Veg,4.4,₹200 FOR TWO,"Bakery, Desserts, Sweets, Ice Cream"
233,389279,https://www.swiggy.com/restaurants/sri-srinivas-pork-hotel-vivek-nagar-ejipura-bangalore-389279,Sri Srinivas Pork Hotel,3.2,₹99 FOR TWO,"South Indian, Chinese, Snacks"
234,696367,https://www.swiggy.com/restaurants/fungs-chinese-xpress-btm-layout-koramangala-bangalore-696367,Fung's Chinese Xpress,3.8,₹250 FOR TWO,"Chinese, Asian"
235,379251,https://www.swiggy.com/restaurants/shawarma21-lakshmi-narayana-puram-rajajinagar-bangalore-379251,Shawarma21,3.8,₹150 FOR TWO,"Arabian, Fast Food"
236,396741,https://www.swiggy.com/restaurants/faasos-wraps-and-rolls-residency-road-shantinagar-bangalore-396741,Faasos - Wraps & Rolls,4.2,₹200 FOR TWO,"Kebabs, Fast Food, Snacks, North Indian, American, Healthy Food, Desserts, Bever..."
237,2820,https://www.swiggy.com/restaurants/khan-saheb-grills-and-rolls-tasker-town-commercial-street-bangalore-2820,Khan Saheb Grills and Rolls,4.2,₹300 FOR TWO,"Tandoor, Mughlai, North Indian, Kebabs"
238,430932,https://www.swiggy.com/restaurants/thakali-momos-1st-stage-btm-layout-bangalore-430932,Thakali Momos,4.2,₹300 FOR TWO,"Chinese, Thalis"
239,402719,https://www.swiggy.com/restaurants/cupcake-bliss-cake-and-desserts-padmavathi-complex-vasanth-nagar-bangalore-402719,Cupcake Bliss Cake & Desserts,3.7,₹200 FOR TWO,"Bakery, Desserts, Ice Cream, Beverages"
240,2414,https://www.swiggy.com/restaurants/gundappa-donne-biryani-1st-main-road-sheshadripuram-bangalore-2414,Gundappa Donne Biryani,3.8,₹200 FOR TWO,Biryani
241,47446,https://www.swiggy.com/restaurants/tasty-paradise-tirur-park-road-malleshwaram-bangalore-47446,Tasty Paradise,4.1,₹250 FOR TWO,"Andhra, Chinese, Mughlai, North Indian, Seafood"
242,396750,https://www.swiggy.com/restaurants/the-biryani-life-residency-road-shantinagar-bangalore-396750,The Biryani Life,3.9,₹250 FOR TWO,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, Desserts, Beverages"
243,394898,https://www.swiggy.com/restaurants/al-fillfilah-mandi-majlis-4th-t-block-jayanagar-bangalore-394898,Al Fillfilah Mandi Majlis,4.2,₹250 FOR TWO,Arabian
244,699173,https://www.swiggy.com/restaurants/five-star-chicken-cubbonpet-main-rd-basavanagudi-bangalore-699173,Five Star Chicken,--,₹150 FOR TWO,Fast Food
245,396748,https://www.swiggy.com/restaurants/the-good-bowl-residency-road-shantinagar-bangalore-396748,The Good Bowl,4.2,₹400 FOR TWO,"Biryani, North Indian, Pastas, Punjabi, Desserts, Beverages"
246,628642,https://www.swiggy.com/restaurants/karims-original-from-jama-masjid-delhi-6-ashok-nagar-st-marks-road-bangalore-628642,KARIM'S- Original from Jama Masjid Delhi- 6,4.1,₹800 FOR TWO,"Mughlai, Biryani, North Indian, Kebabs, Desserts"
247,92713,https://www.swiggy.com/restaurants/bombay-kulfis-sheshadripuram-malleshwaram-bangalore-92713,Bombay Kulfis,4.4,₹300 FOR TWO,"Desserts, Ice Cream"
248,622202,https://www.swiggy.com/restaurants/mojo-pizza-2x-toppings-langford-road-shantinagar-bangalore-622202,MOJO Pizza - 2X Toppings,4.2,₹250 FOR TWO,"Pizzas, Italian, Fast Food, Desserts"
249,690393,https://www.swiggy.com/restaurants/the-srirangam-cafe-double-road-indiranagar-bangalore-690393,The Srirangam Cafe,4.4,₹300 FOR TWO,South Indian
250,571337,https://www.swiggy.com/restaurants/sri-ram-bhojanalay-hal-2nd-stage-indiranagar-bangalore-571337,Sri Ram Bhojanalay,3.8,₹5 FOR TWO,"North Indian, Bengali, South Indian, Fast Food, Chinese, Biryani, Desserts, Kera..."
251,53503,https://www.swiggy.com/restaurants/brik-oven-church-street-bangalore-53503,Brik Oven,4.2,₹700 FOR TWO,"Italian, Pizzas, Desserts, Beverages"
252,2611,https://www.swiggy.com/restaurants/bathinda-junction-5th-block-koramangala-bangalore-2611,Bathinda Junction,4,₹250 FOR TWO,North Indian
253,609247,https://www.swiggy.com/restaurants/the-cake-fancy-patelamma-temple-street-basavanagudi-bangalore-609247,The cake fancy,--,₹250 FOR TWO,Bakery
254,519153,https://www.swiggy.com/restaurants/lepchas-restaurant-1st-block-rajajinagar-bangalore-519153,Lepcha's Restaurant,4.3,₹300 FOR TWO,Chinese
255,707740,https://www.swiggy.com/restaurants/hotel-prashanth-ain-road-basavanagudi-bangalore-707740,Hotel Prashanth,4,₹500 FOR TWO,"Andhra, Chinese"
256,394204,https://www.swiggy.com/restaurants/friendly-neighbourhood-pizza-man-vv-puram-vishweshwarapura-basavanagudi-bangalore-394204,"Friendly Neighbourhood Pizza-Man, VV Puram",4.6,₹260 FOR TWO,Pizzas
257,22369,https://www.swiggy.com/restaurants/new-punjabi-hotel-the-nexus-mall-koramangala-bangalore-22369,New Punjabi Hotel,3.6,₹160 FOR TWO,North Indian
258,50711,https://www.swiggy.com/restaurants/sri-krishna-sagar-6th-block-koramangala-bangalore-50711,Sri Krishna Sagar,4.3,₹200 FOR TWO,"South Indian, North Indian, Beverages, Jain"
259,69876,https://www.swiggy.com/restaurants/subway-ub-city-ashok-nagar-bangalore-69876,Subway,4.1,₹350 FOR TWO,"Fast Food, Salads, Snacks, Desserts, Beverages"
260,398070,https://www.swiggy.com/restaurants/jain-and-veg-cuisines-kavi-lakshmisha-road-basavanagudi-bangalore-398070,Jain and Veg Cuisines,4,₹300 FOR TWO,"Indian, Jain, Beverages, Chinese"
261,654154,https://www.swiggy.com/restaurants/new-prashanth-hotel-market-rd-basavanagudi-bangalore-654154,New Prashanth Hotel,4.3,₹500 FOR TWO,"Biryani, Beverages, Indian"
262,531344,https://www.swiggy.com/restaurants/n-r-donne-biriyani-1st-block-jayanagar-bangalore-531344,N R Donne Biriyani,4.1,₹250 FOR TWO,"Biryani, South Indian"
263,580194,https://www.swiggy.com/restaurants/sakkath-dosa-gandhi-bazaar-basavanagudi-bangalore-580194,Sakkath Dosa,4.1,₹150 FOR TWO,South Indian
264,403197,https://www.swiggy.com/restaurants/the-dessert-zone-millars-road-vasanth-nagar-bangalore-403197,The Dessert Zone,3.6,₹200 FOR TWO,"Bakery, Desserts, Ice Cream, Beverages"
265,124178,https://www.swiggy.com/restaurants/starbucks-coffee-ashok-nagar-lavelle-road-bangalore-124178,Starbucks Coffee,4.3,₹400 FOR TWO,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream"
266,709752,https://www.swiggy.com/restaurants/melting-cheese-rangaswamy-temple-st-basavanagudi-bangalore-709752,Melting Cheese,--,₹200 FOR TWO,"Pizzas, Fast Food"
267,655584,https://www.swiggy.com/restaurants/prasuma-momo-kitchen-at-industrial-layout-koramangala-bangalore-655584,Prasuma Momo Kitchen,4.5,₹300 FOR TWO,"Chinese, Asian, Snacks, Tibetan, Street Food, Japanese, Pan-Asian, Beverages"
268,711748,https://www.swiggy.com/restaurants/salad-days-sarvagna-nagar-indiranagar-bangalore-711748,Salad Days,4.8,₹500 FOR TWO,"Salads, Healthy Food, Beverages"
269,555992,https://www.swiggy.com/restaurants/kesar-rajasthani-parotha-point-vishweshwarapura-basavanagudi-bangalore-555992,Kesar Rajasthani Parotha Point,4.4,₹200 FOR TWO,"Rajasthani, Indian"
270,627097,https://www.swiggy.com/restaurants/rr-vatika-punjabi-dhaba-jayanagar-basavanagudi-bangalore-627097,RR Vatika - Punjabi Dhaba,3.9,₹300 FOR TWO,"North Indian, Chaat, Chinese, Thalis"
271,91629,https://www.swiggy.com/restaurants/sheeshkebab-mm-road-frazer-town-bangalore-91629,Sheeshkebab,4.1,₹600 FOR TWO,"Persian, Arabian, Indian, Middle Eastern, Biryani"
272,10094,https://www.swiggy.com/restaurants/delicacy-pulakeshinagar-frazer-town-bangalore-10094,Delicacy,4.2,₹400 FOR TWO,"Chinese, Thai"
273,564750,https://www.swiggy.com/restaurants/kailash-parbat-ibrahim-sahib-street-commercial-street-bangalore-564750,Kailash Parbat,4.1,₹300 FOR TWO,"North Indian, Street Food"
274,471129,https://www.swiggy.com/restaurants/elixir-luxury-pearls-drink-khb-colony-koramangala-bangalore-471129,Elixir - Luxury Pearls Drink,4.3,₹400 FOR TWO,"Beverages, Desserts, Ice Cream, Juices, Korean, Healthy Food"
275,631571,https://www.swiggy.com/restaurants/ryu-ramen-co-6th-block-koramangala-bangalore-631571,Ryu Ramen Co.,4.3,₹600 FOR TWO,"Japanese, Asian"
276,418389,https://www.swiggy.com/restaurants/auntie-fungs-hal-2nd-stage-indiranagar-bangalore-418389,Auntie Fung's,4.1,₹600 FOR TWO,"Chinese, Thai, Asian"
277,117871,https://www.swiggy.com/restaurants/green-onion-chinese-residency-road-residency-road-ashok-nagar-bangalore-117871,Green Onion Chinese-Residency Road,4.4,₹600 FOR TWO,Chinese
278,376109,https://www.swiggy.com/restaurants/veg-brooo-chinese-2nd-stage-indiranagar-bangalore-376109,Veg Brooo chinese,3.8,₹300 FOR TWO,"Chinese, North Indian, Snacks"
279,56991,https://www.swiggy.com/restaurants/brownie-heaven-2nd-stage-indiranagar-bangalore-56991,Brownie Heaven,4.2,₹300 FOR TWO,"Desserts, Snacks, Ice Cream, Bakery"
280,498722,https://www.swiggy.com/restaurants/khao-momo-1st-stage-indiranagar-bangalore-498722,Khao Momo,4.3,₹250 FOR TWO,"Tibetan, Nepalese, Asian, Chinese"
281,333837,https://www.swiggy.com/restaurants/polammas-mess-chikku-lakshmaiah-layout-adugodi-bangalore-333837,Polamma's Mess,4.3,₹250 FOR TWO,"Indian, Biryani"
282,402621,https://www.swiggy.com/restaurants/maharaja-military-canteen-donne-biryani-cunnigham-road-vasanth-nagar-bangalore-402621,Maharaja Military Canteen - Donne Biryani,4.1,₹300 FOR TWO,"Biryani, South Indian, Kebabs"
283,440123,https://www.swiggy.com/restaurants/great-indian-khichdi-by-eatfit-cunnigham-road-vasanth-nagar-bangalore-440123,Great Indian Khichdi by EatFit,4.4,₹200 FOR TWO,"Home Food, Indian, North Indian, Healthy Food, Snacks, Desserts, Rajasthani, Sou..."
284,411089,https://www.swiggy.com/restaurants/chinese-square-n-r-colony-basavanagudi-bangalore-411089,Chinese Square,4,₹150 FOR TWO,"Chinese, Beverages, Juices"
285,371381,https://www.swiggy.com/restaurants/al-taj-5th-block-koramangala-bangalore-371381,Al Taj,3.3,₹200 FOR TWO,"Chinese, Indian"
286,502999,https://www.swiggy.com/restaurants/box8-desi-meals-lakshmi-road-shanti-nagar-bangalore-502999,BOX8 - Desi Meals,4.3,₹250 FOR TWO,"North Indian, Biryani, Thalis, Home Food"
287,174152,https://www.swiggy.com/restaurants/sri-srinivasa-pork-hotel-vivek-nagar-ejipura-bangalore-174152,Sri srinivasa pork hotel,3,₹150 FOR TWO,Indian
288,59635,https://www.swiggy.com/restaurants/halli-mane-donne-biriyani-2nd-stage-rajajinagar-bangalore-59635,Halli Mane Donne Biriyani,3.9,₹350 FOR TWO,Indian
289,15342,https://www.swiggy.com/restaurants/food-springs-4th-block-jp-nagar-bangalore-15342,Food Springs,4.3,₹350 FOR TWO,Chinese
290,514446,https://www.swiggy.com/restaurants/egg-rice-corner-rk-puram-malleshwaram-bangalore-514446,Egg Rice Corner,--,₹100 FOR TWO,Indian
291,506322,https://www.swiggy.com/restaurants/louis-burger-2nd-stage-domlur-indiranagar-bangalore-506322,Louis Burger,4.2,₹600 FOR TWO,"Burgers, Fast Food, Beverages"
292,422942,https://www.swiggy.com/restaurants/foodx-restaurant-millers-road-vasanth-nagar-bangalore-422942,FoodX Restaurant,4,₹200 FOR TWO,"Indian, Chinese, Juices"
293,643591,https://www.swiggy.com/restaurants/al-kareem-family-restaurant-commercial-street-shivajinagar-bangalore-643591,Al Kareem Family Restaurant,2.9,₹240 FOR TWO,"Chinese, Indian"
294,642747,https://www.swiggy.com/restaurants/foo-brigade-road-brigade-road-prestige-forum-rex-bangalore-642747,Foo Brigade Road,4.2,₹1000 FOR TWO,"Asian, Chinese, Sushi"
295,258360,https://www.swiggy.com/restaurants/jai-bhavani-dhaba-hal-2dd-stage-indiranagar-bangalore-258360,Jai Bhavani Dhaba,3.6,₹250 FOR TWO,Indian
296,51658,https://www.swiggy.com/restaurants/malgudis-donne-biriyani-srirampura-srirampura-rajajinagar-bangalore-51658,Malgudi's Donne Biriyani-Srirampura,4.3,₹250 FOR TWO,Biryani
297,707065,https://www.swiggy.com/restaurants/pailwan-pulao-balaji-medical-centre-1-jayanagar-bangalore-707065,Pailwan Pulao,4.3,₹250 FOR TWO,"South Indian, Snacks, Indian, Beverages"
298,396744,https://www.swiggy.com/restaurants/oven-story-pizza-residency-road-shantinagar-bangalore-396744,Oven Story Pizza,4,₹400 FOR TWO,"Pizzas, Pastas, Italian, Desserts, Beverages"
299,481315,https://www.swiggy.com/restaurants/ammas-pastries-4th-block-jayanagar-bangalore-481315,Amma's Pastries,3.7,₹300 FOR TWO,Bakery
300,393107,https://www.swiggy.com/restaurants/eatfit-ali-asker-road-cunningham-road-bangalore-393107,EatFit,4.3,₹270 FOR TWO,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese"
301,32931,https://www.swiggy.com/restaurants/shiv-sagar-rs-mg-road-ashok-nagar-bangalore-32931,Shiv Sagar ( RS ),4.1,₹600 FOR TWO,"Asian, Beverages, Biryani, Chinese, Continental, Desserts, South Indian"
302,151036,https://www.swiggy.com/restaurants/punjabi-unplugged-7th-block-koramangala-bangalore-151036,Punjabi Unplugged,3.8,₹300 FOR TWO,"North Indian, Chinese, Indian, Mughlai"
303,69354,https://www.swiggy.com/restaurants/no-10-fort-cochin-st-marks-road-bangalore-69354,No.10 Fort Cochin,4.3,₹400 FOR TWO,"Seafood, Kerala, Biryani"
304,253455,https://www.swiggy.com/restaurants/tapas-hideout-hal-2nd-stage-indiranagar-bangalore-253455,Tapas Hideout,4,₹300 FOR TWO,"North Indian, Snacks"
305,15909,https://www.swiggy.com/restaurants/chung-wah-express-hal-2nd-stage-indiranagar-bangalore-15909,Chung Wah Express,4.3,₹350 FOR TWO,"Chinese, Pan-Asian, Thai, Malaysian, Asian, Beverages"
306,121836,https://www.swiggy.com/restaurants/bobs-bar-7th-block-koramangala-bangalore-121836,Bob's Bar,4.3,₹300 FOR TWO,"South Indian, Biryani, Desserts, Bakery"
307,440349,https://www.swiggy.com/restaurants/sultan-dum-biryani-1st-stage-indiranagar-bangalore-440349,Sultan dum biryani,3.8,₹300 FOR TWO,"Biryani, Desserts"
308,2811,https://www.swiggy.com/restaurants/art-of-delight-ice-creams-sundaes-and-desserts-residency-road-ashok-nagar-bangalore-2811,"Art of Delight - Ice Creams, Sundaes and Desserts",4.5,₹250 FOR TWO,"Ice Cream, Desserts, Beverages"
309,685307,https://www.swiggy.com/restaurants/bangaliana-b-b-m-p-south-koramangala-bangalore-685307,Bangaliana,3.9,₹500 FOR TWO,"Bengali, Biryani, Thalis, Desserts"
310,500349,https://www.swiggy.com/restaurants/paakashala-bharati-nagar-ulsoor-bangalore-500349,Paakashala,4.4,₹300 FOR TWO,"Chinese, Tandoor, Salads, North Indian"
311,531381,https://www.swiggy.com/restaurants/olio-the-wood-fired-pizzeria-cmh-road-indiranagar-bangalore-531381,Olio - The Wood Fired Pizzeria,4.1,₹300 FOR TWO,"Pizzas, Italian"
312,621462,https://www.swiggy.com/restaurants/nandos-brigade-road-ashok-nagar-bangalore-621462,Nando's,4,₹350 FOR TWO,"Portuguese, Burgers, Fast Food"
313,471009,https://www.swiggy.com/restaurants/virinchi-cafe-residency-road-ashok-nagar-bangalore-471009,Virinchi Cafe,4.1,₹250 FOR TWO,South Indian
314,445489,https://www.swiggy.com/restaurants/the-grand-hyderabad-biryani-restaurant-mm-road-frazer-town-bangalore-445489,The Grand Hyderabad Biryani Restaurant,4.2,₹400 FOR TWO,"Biryani, Haleem, Desserts"
315,517241,https://www.swiggy.com/restaurants/magic-chef-sg-palya-tavarekere-bangalore-517241,Magic chef,3.9,₹200 FOR TWO,"Chinese, Indian"
316,240148,https://www.swiggy.com/restaurants/gudbud-ejipura-koramangala-bangalore-240148,Gudbud,4.4,₹300 FOR TWO,"Ice Cream, Desserts"
317,371178,https://www.swiggy.com/restaurants/mallu-family-restaurant-chocolate-factory-road-btm-layout-bangalore-371178,Mallu family Restaurant,3.5,₹200 FOR TWO,"Indian, Chinese, Arabian"
318,586685,https://www.swiggy.com/restaurants/dum-safar-biryani-dr-rajkumar-road-rajajinagar-bangalore-586685,Dum Safar Biryani,4.1,₹500 FOR TWO,"Biryani, Kebabs, Tandoor, Indian, Desserts"
319,365608,https://www.swiggy.com/restaurants/haka-5th-block-koramangala-bangalore-365608,Haka,4.1,₹500 FOR TWO,"Asian, Chinese"
320,39376,https://www.swiggy.com/restaurants/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-ashok-nagar-bangalore-39376,"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.1,₹250 FOR TWO,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food"
321,273161,https://www.swiggy.com/restaurants/biggies-burger-ashok-nagar-church-street-bangalore-273161,Biggies Burger,4.1,₹300 FOR TWO,"American, Fast Food, Beverages"
322,290399,https://www.swiggy.com/restaurants/tandoori-taal-prestige-trade-tower-ashok-nagar-bangalore-290399,Tandoori Taal,4.4,₹700 FOR TWO,Indian
323,30529,https://www.swiggy.com/restaurants/karama-frazer-town-bangalore-30529,Karama,4.1,₹400 FOR TWO,"Arabian, Biryani, Desserts, Mughlai, North Indian"
324,10238,https://www.swiggy.com/restaurants/smoke-house-deli-ashok-nagar-lavelle-road-bangalore-10238,Smoke House Deli,4.5,₹800 FOR TWO,"Italian, Continental, Fast Food, Salads, Healthy Food, Pizzas, Desserts"
325,269113,https://www.swiggy.com/restaurants/the-grill-and-cheese-cafe-coles-road-frazer-town-bangalore-269113,The Grill and Cheese Cafe,4.4,₹450 FOR TWO,"Burgers, Pastas, Continental, Grill"
326,396747,https://www.swiggy.com/restaurants/lunchbox-meals-and-thalis-residency-road-shantinagar-bangalore-396747,LunchBox - Meals and Thalis,4.1,₹200 FOR TWO,"Biryani, North Indian, Punjabi, Healthy Food, Desserts, Beverages"
327,55438,https://www.swiggy.com/restaurants/rolls-mania-church-street-st-marks-road-bangalore-55438,Rolls Mania,4.1,₹200 FOR TWO,Indian
328,671051,https://www.swiggy.com/restaurants/nizaams-kaati-rolls-domlur-indiranagar-bangalore-671051,Nizaams Kaati Rolls,4.6,₹400 FOR TWO,"Fast Food, Kebabs"
329,579763,https://www.swiggy.com/restaurants/cafe-coffee-day-vittal-malya-road-ashok-nagar-bangalore-579763,Cafe Coffee Day,4.2,₹300 FOR TWO,"Beverages, Snacks, Desserts"
330,675974,https://www.swiggy.com/restaurants/spicy-platter-jyoti-nivas-college-rd-koramangala-bangalore-675974,Spicy Platter,3.6,₹350 FOR TWO,"Chinese, North Indian, Indian, Beverages"
331,669042,https://www.swiggy.com/restaurants/hakka-box-domlur-layout-indiranagar-bangalore-669042,Hakka Box,4.2,₹400 FOR TWO,"Chinese, Thai, Pan-Asian"
332,10212,https://www.swiggy.com/restaurants/hotel-toms-restaurant-brigade-road-ashok-nagar-bangalore-10212,Hotel Tom's Restaurant,4.4,₹400 FOR TWO,"Mangalorean, Biryani, Seafood, Chinese, North Indian, Desserts, South Indian"
333,15899,https://www.swiggy.com/restaurants/kim-lee-restaurant-5th-block-rajajinagar-bangalore-15899,Kim Lee Restaurant,4.5,₹400 FOR TWO,Chinese
334,345924,https://www.swiggy.com/restaurants/my-khana-chikka-adugodi-tavarekere-bangalore-345924,My Khana,4.1,₹199 FOR TWO,"North Indian, Indian, Desserts, Chinese, Thalis"
335,8732,https://www.swiggy.com/restaurants/krispy-kreme-appareddipalya-indiranagar-bangalore-8732,Krispy Kreme,4.5,₹170 FOR TWO,"Desserts, Beverages"
336,168884,https://www.swiggy.com/restaurants/uncle-peters-pancakes-hal-2nd-stage-indiranagar-bangalore-168884,Uncle Peter's Pancakes,4.1,₹300 FOR TWO,"Desserts, Continental, American, French, Beverages"
337,178683,https://www.swiggy.com/restaurants/thalassery-cafe-2nd-stage-btm-layout-bangalore-178683,Thalassery Cafe,4.1,₹100 FOR TWO,"Kerala, Snacks, Biryani, Indian, Beverages"
338,437003,https://www.swiggy.com/restaurants/carols-pastries-and-bakers-millars-road-vasanth-nagar-bangalore-437003,Carols Pastries & Bakers,4.5,₹500 FOR TWO,"Bakery, Desserts, Sweets"
339,55181,https://www.swiggy.com/restaurants/roll-n-biryani-pipeline-road-vijayanagar-bangalore-55181,Roll 'N' Biryani,3.8,₹250 FOR TWO,"Chinese, North Indian"
340,645294,https://www.swiggy.com/restaurants/asha-sweet-center-1st-main-road-vasanth-nagar-bangalore-645294,Asha Sweet Center,4.4,₹250 FOR TWO,"Sweets, Snacks, Bakery, Desserts"
341,70023,https://www.swiggy.com/restaurants/ashirvaad-grand-chikka-adugudi-tavarekere-bangalore-70023,Ashirvaad Grand,4.2,₹200 FOR TWO,"Chinese, South Indian, North Indian, Desserts, Beverages"
342,709425,https://www.swiggy.com/restaurants/rolexa-hoysala-nagar-indiranagar-bangalore-709425,Rolexa,--,₹1 FOR TWO,"North Indian, Indian"
343,697144,https://www.swiggy.com/restaurants/baskin-robbins-ice-cream-desserts-garuda-mall-magarath-road-bangalore-697144,Baskin Robbins - Ice Cream Desserts,4.4,₹250 FOR TWO,"Desserts, Ice Cream"
344,69274,https://www.swiggy.com/restaurants/chai-point-ashok-nagar-church-street-bangalore-69274,Chai Point,4.5,₹150 FOR TWO,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Ch..."
345,324961,https://www.swiggy.com/restaurants/rosy-roti-2nd-stage-indiranagar-bangalore-324961,Rosy Roti,4.3,₹200 FOR TWO,"Home Food, North Indian, Punjabi, Snacks, Desserts"
346,191822,https://www.swiggy.com/restaurants/third-wave-coffee-vittal-mallya-road-ashok-nagar-bangalore-191822,Third Wave Coffee,4.2,₹400 FOR TWO,"Beverages, Bakery, Continental"
347,346841,https://www.swiggy.com/restaurants/naati-cafe-7th-block-koramangala-bangalore-346841,Naati Cafe,4.3,₹300 FOR TWO,"Biryani, Kebabs"
348,163586,https://www.swiggy.com/restaurants/rajanna-military-hotel-shiva-nagar-rajajinagar-bangalore-163586,Rajanna Military Hotel,3.8,₹300 FOR TWO,"Biryani, Kebabs, Chinese, Desserts, Beverages, Andhra, Grill"
349,688727,https://www.swiggy.com/restaurants/pizzaexpress-5th-block-koramangala-bangalore-688727,PizzaExpress,3.9,₹600 FOR TWO,"Pizzas, Italian"
350,450885,https://www.swiggy.com/restaurants/yediyur-ramanna-military-hotel-7th-block-jayanagar-bangalore-450885,Yediyur Ramanna Military Hotel,4.1,₹500 FOR TWO,"North Indian, Indian, South Indian, Snacks"
351,438692,https://www.swiggy.com/restaurants/neetas-kitchen-domlur-layout-indiranagar-bangalore-438692,Neeta's Kitchen,4.2,₹350 FOR TWO,"North Indian, Punjabi"
352,94717,https://www.swiggy.com/restaurants/sai-cafe-veg-yalappa-garden-malleshwaram-bangalore-94717,Sai cafe veg,4.2,₹250 FOR TWO,South Indian
353,553097,https://www.swiggy.com/restaurants/axomi-taste-of-assam-7th-block-koramangala-bangalore-553097,Axomi - Taste of Assam,4.2,₹250 FOR TWO,"Assamese, Indian, Beverages, Bengali, Thalis, Nepalese, North Eastern, Naga"
