,Restaurant_id,Restaurant_link,Retaurant Name,Rating,price_for_one_two,Cousines
67,30034,https://www.swiggy.com/restaurants/manis-dum-biryani-haudin-road-ulsoor-bangalore-30034,Mani's Dum Biryani,4.3,₹499 FOR TWO,Biryani
68,58103,https://www.swiggy.com/restaurants/sahanas-nati-style-wilson-garden-austin-town-bangalore-58103,Sahana's (Nati Style),4,₹200 FOR TWO,"South Indian, Biryani, Chinese"
69,8766,https://www.swiggy.com/restaurants/beijing-bites-richmond-town-richmond-road-bangalore-8766,Beijing Bites,4.1,₹450 FOR TWO,Chinese
70,448116,https://www.swiggy.com/restaurants/the-bowl-company-akkithimanahalli-shanti-nagar-bangalore-448116,The Bowl Company,4.4,₹300 FOR TWO,"Pan-Asian, Continental, North Indian, Desserts, American, Asian, Beverages, Biry..."
71,251194,https://www.swiggy.com/restaurants/chickpet-donne-biriyani-house-7th-block-koramangala-bangalore-251194,Chickpet donne biriyani house,3.9,₹250 FOR TWO,Biryani
72,655141,https://www.swiggy.com/restaurants/onesta-sampige-road-malleshwaram-bangalore-655141,Onesta,3.7,₹200 FOR TWO,"Italian, Desserts, Pizzas"
73,455002,https://www.swiggy.com/restaurants/chicking-binnipete-rajajinagar-bangalore-455002,Chicking,4.1,₹500 FOR TWO,"American, Grill, Fast Food, Snacks, Pizzas, Mexican, Beverages"
74,123985,https://www.swiggy.com/restaurants/hyderabad-biryani-hotel-sampige-road-malleshwaram-bangalore-123985,Hyderabad Biryani Hotel,4.3,₹500 FOR TWO,"Biryani, Chinese, Hyderabadi, Andhra, North Indian"
75,3434,https://www.swiggy.com/restaurants/nandhini-deluxe-ashok-nagar-st-marks-road-bangalore-3434,Nandhini Deluxe,4.2,₹500 FOR TWO,"Andhra, Biryani, Chinese, North Indian"
76,716666,https://www.swiggy.com/restaurants/new-kadai-restaurant-b-b-m-p-west-rajajinagar-bangalore-716666,New Kadai Restaurant,--,₹250 FOR TWO,"North Indian, Biryani, Seafood, Snacks"
77,80517,https://www.swiggy.com/restaurants/savoury-restaurant-mosque-road-frazer-town-bangalore-80517,Savoury Restaurant,4.3,₹450 FOR TWO,"Arabian, Indian, Chinese, Tandoor, Biryani, Seafood, Kerala"
78,5893,https://www.swiggy.com/restaurants/polar-bear-ice-cream-sundaes-kavilakshmisha-road-basavanagudi-bangalore-5893,Polar Bear Ice Cream Sundaes,4.5,₹300 FOR TWO,"Ice Cream, Desserts"
79,170539,https://www.swiggy.com/restaurants/donne-biryani-adda-appareddy-palya-indiranagar-bangalore-170539,Donne Biryani Adda,3.2,₹200 FOR TWO,"Biryani, South Indian, Desserts, Beverages"
80,31765,https://www.swiggy.com/restaurants/donne-biriyani-angadi-mane-bashyam-circle-malleshwaram-bangalore-31765,Donne Biriyani Angadi Mane,3.8,₹300 FOR TWO,"Biryani, South Indian"
81,429712,https://www.swiggy.com/restaurants/le-arabia-restaurant-koramangala-bangalore-429712,Le Arabia Restaurant,3.7,₹400 FOR TWO,"Arabian, North Indian, Chinese, Beverages, Ice Cream"
82,3454,https://www.swiggy.com/restaurants/lazeez-5th-block-koramangala-bangalore-3454,Lazeez,4.2,₹500 FOR TWO,"North Indian, Mughlai"
83,86443,https://www.swiggy.com/restaurants/nic-ice-creams-pulikeshi-nagar-frazer-town-bangalore-86443,NIC Ice Creams,4.6,₹120 FOR TWO,"Ice Cream, Desserts"
84,570511,https://www.swiggy.com/restaurants/bakingo-mv-jayanthi-road-vasanth-nagar-bangalore-570511,Bakingo,4.4,₹299 FOR TWO,"Bakery, Desserts, Beverages, Snacks"
85,115437,https://www.swiggy.com/restaurants/karnataka-biryani-point-ln-puram-rajajinagar-bangalore-115437,Karnataka biryani point,4,₹250 FOR TWO,"Biryani, Kebabs, Grill"
86,396753,https://www.swiggy.com/restaurants/wendys-kmk-towers-residency-road-bangalore-396753,Wendy's,4,₹200 FOR TWO,"Fast Food, Snacks, American, Burgers, Desserts, Beverages"
87,197238,https://www.swiggy.com/restaurants/the-belgian-waffle-co-sri-vasavi-temple-street-basavanagudi-bangalore-197238,The Belgian Waffle Co.,4.3,₹200 FOR TWO,"Waffle, Desserts, Ice Cream, Beverages"
88,285175,https://www.swiggy.com/restaurants/thalairaj-biryani-2nd-stage-indiranagar-bangalore-285175,Thalairaj Biryani,4.2,₹300 FOR TWO,"Andhra, Biryani, Hyderabadi, South Indian, Indian, Combo, Beverages"
89,2824,https://www.swiggy.com/restaurants/fanoos-johnson-market-richmond-road-bangalore-2824,Fanoos,4,₹300 FOR TWO,"Biryani, Tandoor, Kebabs, Barbecue"
90,492159,https://www.swiggy.com/restaurants/roti-walaa-5th-block-koramangala-bangalore-492159,Roti Walaa,4.2,₹200 FOR TWO,"Home Food, North Indian, Thalis"
91,705282,https://www.swiggy.com/restaurants/shree-krishna-vaibhava-opp-veeresha-theater-magadi-main-road-vijayanagar-bangalore-705282,Shree Krishna Vaibhava,3.7,₹100 FOR TWO,Indian
92,446562,https://www.swiggy.com/restaurants/dairy-day-ice-creams-narayanappa-garden-btm-layout-bangalore-446562,Dairy Day Ice Creams,4.6,₹200 FOR TWO,"Ice Cream, Desserts"
93,12808,https://www.swiggy.com/restaurants/a2b-adyar-ananda-bhavan-wilson-garden-shanti-nagar-bangalore-12808,A2B - Adyar Ananda Bhavan,4.4,₹300 FOR TWO,"South Indian, North Indian, Sweets, Chinese"
94,102324,https://www.swiggy.com/restaurants/kapoors-cafe-3rd-block-jayanagar-bangalore-102324,Kapoor's Cafe,4.3,₹500 FOR TWO,North Indian
95,163604,https://www.swiggy.com/restaurants/tomba-kitchen-vivek-nagar-ejipura-bangalore-163604,Tomba kitchen,4.3,₹300 FOR TWO,Chinese
96,345281,https://www.swiggy.com/restaurants/abubakar-siddiq-hotel-mohammedan-block-malleswaram-bangalore-345281,Abubakar Siddiq Hotel,4.3,₹300 FOR TWO,"Indian, Chinese"
97,448238,https://www.swiggy.com/restaurants/homely-akkithimanahalli-shanti-nagar-bangalore-448238,Homely,4.4,₹200 FOR TWO,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis"
98,440897,https://www.swiggy.com/restaurants/rnr-biryani-taste-of-1953-4th-block-jayanagar-bangalore-440897,RNR Biryani - Taste of 1953,4.3,₹350 FOR TWO,"Biryani, South Indian, Kebabs, Beverages, Desserts"
99,132622,https://www.swiggy.com/restaurants/marwadi-chaat-and-tiffin-services-shanti-nagar-lakshmi-road-shanthi-nagar-bangalore-132622,Marwadi Chaat & Tiffin Services Shanti nagar,3.7,₹300 FOR TWO,"Rajasthani, North Indian, Snacks, Chaat"
100,393840,https://www.swiggy.com/restaurants/chinese-wok-chikka-lakshmaiah-layout-adugodi-bangalore-393840,Chinese Wok,3.8,₹250 FOR TWO,"Chinese, Asian, Tibetan, Desserts"
101,24990,https://www.swiggy.com/restaurants/bhartiya-jalpan-100-feet-road-indiranagar-bangalore-24990,Bhartiya Jalpan,4.1,₹300 FOR TWO,"North Indian, Sweets, Desserts, Chaat"
102,448568,https://www.swiggy.com/restaurants/sultan-rolls-and-sandwiches-sg-palya-btm-layout-bangalore-448568,Sultan Rolls & Sandwiches,3.6,₹150 FOR TWO,"Snacks, Chinese, Biryani"
103,195274,https://www.swiggy.com/restaurants/lassi-and-juice-hkp-road-shivajinagar-bangalore-195274,Lassi and Juice,4,₹150 FOR TWO,"Continental, Desserts, Juices, Ice Cream"
104,156627,https://www.swiggy.com/restaurants/sreeraj-lassi-bar-1973s-palace-road-race-course-road-bangalore-156627,Sreeraj Lassi Bar 1973s,4.3,₹250 FOR TWO,Beverages
105,215832,https://www.swiggy.com/restaurants/asha-food-camp-3rd-block-rajajinagar-bangalore-215832,Asha Food Camp,4.4,₹250 FOR TWO,Indian
106,503961,https://www.swiggy.com/restaurants/istah-the-mediterranean-way-akkithimanahalli-santhi-nagar-bangalore-503961,Istah - The Mediterranean Way,4.3,₹250 FOR TWO,"Arabian, Biryani, Mediterranean, Lebanese, Snacks, Beverages"
107,12396,https://www.swiggy.com/restaurants/new-shanthi-sagar-rv-road-jayanagar-bangalore-12396,New Shanthi Sagar,4,₹400 FOR TWO,"North Indian, Chinese, Fast Food"
108,317934,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-5th-cross-wilson-garden-bangalore-317934,Kwality Walls Frozen Dessert and Ice Cream Shop,4.6,₹200 FOR TWO,"Desserts, Ice Cream, Ice Cream Cakes"
109,61597,https://www.swiggy.com/restaurants/sagar-restaurant-nehru-circle-seshadripuram-bangalore-61597,Sagar Restaurant,4.1,₹399 FOR TWO,"North Indian, Chinese, Chaat, Tandoor, Jain"
110,2408,https://www.swiggy.com/restaurants/suchi-ruchi-10th-cross-road-malleshwaram-bangalore-2408,Suchi Ruchi,4,₹200 FOR TWO,"South Indian, Chinese, Chaat, North Indian, Snacks"
111,414271,https://www.swiggy.com/restaurants/thar-the-taste-of-rajasthan-5th-block-koramangala-bangalore-414271,THAR the taste of Rajasthan,4.1,₹100 FOR TWO,"Thalis, Sweets"
112,130367,https://www.swiggy.com/restaurants/new-alameen-restaurant-bazaar-street-halasuru-bangalore-130367,New Alameen Restaurant,3.9,₹300 FOR TWO,"Biryani, Kerala, Meat, North Indian, South Indian"
113,657064,https://www.swiggy.com/restaurants/pizza-house-am-road-sulthangunta-shivaji-nagar-bangalore-657064,Pizza House,3.1,₹400 FOR TWO,Pizzas
114,55531,https://www.swiggy.com/restaurants/andhra-ruchulu-jayanagar-bangalore-55531,Andhra Ruchulu,4.3,₹500 FOR TWO,"Andhra, Chettinad, Chinese, Desserts, North Indian, Seafood"
115,113839,https://www.swiggy.com/restaurants/sagar-fast-food-8th-block-koramangala-bangalore-113839,Sagar fast food,4.4,₹200 FOR TWO,"Chinese, South Indian, North Indian"
116,61790,https://www.swiggy.com/restaurants/sardarji-londonwaley-7th-block-koramangala-bangalore-61790,Sardarji Londonwaley,3.8,₹350 FOR TWO,"Indian, North Indian, Punjabi, Chinese, Biryani"
117,361866,https://www.swiggy.com/restaurants/peetuk-7th-cross-domlur-bangalore-361866,Peetuk,4.1,₹500 FOR TWO,"Bengali, Chinese"
118,502957,https://www.swiggy.com/restaurants/andhra-gunpowder-shivananda-circle-seshadripuram-bangalore-502957,Andhra Gunpowder,4.4,₹350 FOR TWO,"Andhra, Biryani, South Indian"
119,195407,https://www.swiggy.com/restaurants/paradise-biryani-60-ft-road-rajajinagar-bangalore-195407,Paradise Biryani,3.9,₹400 FOR TWO,"Biryani, Kebabs, North Indian, Hyderabadi"
120,456784,https://www.swiggy.com/restaurants/roti-wale-khb-colony-koramangala-bangalore-456784,Roti Wale,4.5,₹300 FOR TWO,"Home Food, North Indian, Thalis"
121,322,https://www.swiggy.com/restaurants/madurai-idly-shop-7th-block-koramangala-bangalore-322,Madurai Idly Shop,4.1,₹150 FOR TWO,South Indian
122,252412,https://www.swiggy.com/restaurants/anjappar-brigade-road-bangalore-252412,Anjappar,4,₹400 FOR TWO,"Chettinad, Thalis, Biryani, Chinese, Tandoor, South Indian, North Indian"
123,224982,https://www.swiggy.com/restaurants/oru-vadakkan-cafe-5th-block-koramangala-bangalore-224982,Oru Vadakkan Cafe,4.1,₹400 FOR TWO,"Kerala, Biryani, South Indian, Chinese, Seafood, Beverages"
124,42061,https://www.swiggy.com/restaurants/gokul-veg-dvg-road-basavanagudi-bangalore-42061,Gokul Veg,4.3,₹500 FOR TWO,"North Indian, Jain, Indian, Beverages, Desserts"
125,58100,https://www.swiggy.com/restaurants/sagar-delicacy-sivanchetti-gardens-ulsoor-bangalore-58100,Sagar Delicacy,4.4,₹300 FOR TWO,"North Indian, South Indian, Chinese"
126,195893,https://www.swiggy.com/restaurants/sri-krishna-nandagokula-veg-ulsoor-indiranagar-bangalore-195893,Sri Krishna Nandagokula Veg,4,₹149 FOR TWO,"South Indian, Chinese, North Indian"
127,614642,https://www.swiggy.com/restaurants/soul-rasa-akkithimanahalli-shanti-nagar-bangalore-614642,Soul Rasa,4.4,₹400 FOR TWO,"Indian, Healthy Food, Home Food, South Indian, North Indian"
128,394070,https://www.swiggy.com/restaurants/tera-bites-khb-colony-koramangala-bangalore-394070,Tera Bites,4.3,₹200 FOR TWO,Chinese
129,101751,https://www.swiggy.com/restaurants/fiero-pizzeria-6th-block-koramangala-bangalore-101751,Fiero! Pizzeria,4,₹400 FOR TWO,"Pizzas, Italian, Pastas, Desserts, Beverages"
130,464835,https://www.swiggy.com/restaurants/bowl-soul-aga-abdullah-street-richmond-town-bangalore-464835,Bowl Soul,4,₹250 FOR TWO,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese..."
131,3062,https://www.swiggy.com/restaurants/rolls-on-wheels-hanumanthanagar-st-marks-road-bangalore-3062,Rolls On Wheels,4.3,₹300 FOR TWO,Snacks
132,46650,https://www.swiggy.com/restaurants/richie-rich-sivananda-circle-race-course-road-bangalore-46650,Richie Rich,4.3,₹500 FOR TWO,"Desserts, Snacks, Chaat, Ice Cream"
133,66474,https://www.swiggy.com/restaurants/twiststick-house-kavi-lakshmisha-road-basavanagudi-bangalore-66474,Twiststick House,4,₹300 FOR TWO,"Jain, North Indian, Continental, Italian, Beverages, Thai"
134,322300,https://www.swiggy.com/restaurants/the-pastry-house-wilson-garden-shanti-nagar-bangalore-322300,The Pastry House,4.1,₹150 FOR TWO,Bakery
135,355450,https://www.swiggy.com/restaurants/kolkata-famous-kati-roll-chamarajpet-basavangudi-bangalore-355450,Kolkata Famous Kati Roll,3.6,₹99 FOR TWO,"Snacks, Beverages"
136,387335,https://www.swiggy.com/restaurants/biryani-by-kilo-6th-block-koramangala-bangalore-387335,Biryani By Kilo,4,₹500 FOR TWO,"Biryani, Hyderabadi, North Indian, Kebabs, Mughlai, Desserts"
137,353030,https://www.swiggy.com/restaurants/chowman-1st-stage-indiranagar-bangalore-353030,Chowman,4.2,₹800 FOR TWO,"Chinese, Thai, Seafood, Beverages, Desserts"
138,402710,https://www.swiggy.com/restaurants/warmoven-cake-and-desserts-millars-road-vasanth-nagar-bangalore-402710,WarmOven Cake & Desserts,3.7,₹200 FOR TWO,"Bakery, Desserts, Ice Cream, Beverages"
139,58746,https://www.swiggy.com/restaurants/srinidhi-sagar-deluxe-1st-stage-domlur-bangalore-58746,Srinidhi Sagar Deluxe,4.2,₹200 FOR TWO,"South Indian, North Indian, Indian, Chinese, Beverages, Desserts"
140,139114,https://www.swiggy.com/restaurants/main-lassi-shop-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-139114,Main Lassi Shop,3.8,₹250 FOR TWO,"Beverages, Juices, Ice Cream, Pizzas, Desserts"
141,561133,https://www.swiggy.com/restaurants/milana-fast-food-4th-block-koramangala-bangalore-561133,Milana Fast Food,3.5,₹320 FOR TWO,"South Indian, Chinese, Biryani"
142,42739,https://www.swiggy.com/restaurants/hotel-udupi-ruchi-5th-block-rajajinagar-bangalore-42739,Hotel Udupi Ruchi,4.1,₹300 FOR TWO,"South Indian, Chinese, Desserts, North Indian"
143,399118,https://www.swiggy.com/restaurants/nisarga-garden-dvg-road-basavanagudi-bangalore-399118,Nisarga Garden,4.3,₹200 FOR TWO,"North Indian, South Indian, Chaat, Beverages"
144,46656,https://www.swiggy.com/restaurants/mangalore-lunch-home-sg-palya-tavarekere-bangalore-46656,Mangalore Lunch Home,4,₹600 FOR TWO,"Chinese, North Indian, Seafood, South Indian"
145,17376,https://www.swiggy.com/restaurants/glens-bakehouse-lavelle-road-ashok-nagar-bangalore-17376,Glen's Bakehouse,4.4,₹500 FOR TWO,"Desserts, Bakery, Beverages, Continental, Italian"
146,302699,https://www.swiggy.com/restaurants/barbeque-nation-ulsoor-bangalore-302699,Barbeque Nation,4,₹600 FOR TWO,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts"
147,20637,https://www.swiggy.com/restaurants/szechuan-dragon-hanumanthanagar-basavanagudi-bangalore-20637,Szechuan Dragon,4.1,₹500 FOR TWO,"Chinese, Thai"
148,362457,https://www.swiggy.com/restaurants/the-bengal-club-1st-stage-domlur-bangalore-362457,The Bengal Club,4.1,₹500 FOR TWO,Bengali
149,382537,https://www.swiggy.com/restaurants/singh-da-punjabi-dhaba-7th-block-koramangala-bangalore-382537,Singh Da Punjabi Dhaba,3.8,₹200 FOR TWO,"Punjabi, Tandoor, Chinese"
150,132686,https://www.swiggy.com/restaurants/mumbai-xpress-5th-block-koramangala-bangalore-132686,Mumbai Xpress,3.9,₹200 FOR TWO,"North Indian, Chinese"
151,375045,https://www.swiggy.com/restaurants/paratha-envy-6th-block-koramangala-bangalore-375045,Paratha Envy,4.4,₹249 FOR TWO,North Indian
152,224868,https://www.swiggy.com/restaurants/ambur-dum-biriyani-binnamangala-indiranagar-bangalore-224868,Ambur Dum Biriyani,3.8,₹300 FOR TWO,"Indian, Mughlai"
153,421765,https://www.swiggy.com/restaurants/karavali-family-restaurant-residency-road-brigade-road-bangalore-421765,Karavali Family Restaurant,4,₹200 FOR TWO,"Mangalorean, Seafood, Chinese, Coastal"
154,69883,https://www.swiggy.com/restaurants/kanti-sweets-cunningham-road-ashok-nagar-bangalore-69883,Kanti Sweets,4.6,₹100 FOR TWO,Desserts
155,18464,https://www.swiggy.com/restaurants/fresh-bites-appareddy-palya-indiranagar-bangalore-18464,Fresh Bites,3.9,₹200 FOR TWO,"North Indian, South Indian, Chinese, Juices, Tandoor"
156,31194,https://www.swiggy.com/restaurants/tasty-magic-sg-palya-btm-layout-bangalore-31194,Tasty Magic,3.3,₹300 FOR TWO,"Chinese, Arabian, North Indian, Desserts, Biryani, South Indian"
157,426730,https://www.swiggy.com/restaurants/theobroma-vittal-malya-road-ashok-nagar-bangalore-426730,Theobroma,4.6,₹500 FOR TWO,"Desserts, Bakery, Beverages"
158,167573,https://www.swiggy.com/restaurants/northwind-restaurant-sheshadripuram-malleshwaram-bangalore-167573,Northwind Restaurant,4.3,₹400 FOR TWO,"Mangalorean, South Indian, Biryani, North Indian"
159,102334,https://www.swiggy.com/restaurants/dindigul-thalappakatti-mg-road-bangalore-102334,Dindigul Thalappakatti,4,₹650 FOR TWO,"Biryani, Barbecue, South Indian, Chinese, North Indian"
160,423134,https://www.swiggy.com/restaurants/lassi-shop-gandhi-nagar-majestic-bangalore-423134,Lassi Shop,--,₹150 FOR TWO,Beverages
161,527591,https://www.swiggy.com/restaurants/wow-momo-church-street-ashok-nagar-bangalore-527591,Wow! Momo,4.2,₹300 FOR TWO,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages"
162,111229,https://www.swiggy.com/restaurants/kabab-palace-6th-block-rajajinagar-bangalore-111229,Kabab Palace,4.3,₹400 FOR TWO,"Chinese, South Indian, North Indian, Andhra, Seafood, Punjabi, Hyderabadi"
163,392828,https://www.swiggy.com/restaurants/big-bowl-chikka-lakshmaiah-layout-adugodi-bangalore-392828,Big Bowl,3.8,₹250 FOR TWO,"North Indian, Chinese, Tibetan, Desserts"
164,44462,https://www.swiggy.com/restaurants/xo-belgian-waffle-5th-block-koramangala-bangalore-44462,XO Belgian Waffle,4.3,₹250 FOR TWO,Desserts
165,160172,https://www.swiggy.com/restaurants/da-ying-yang-benson-town-vasanth-nagar-bangalore-160172,DA Ying Yang,4.1,₹240 FOR TWO,Chinese
166,501638,https://www.swiggy.com/restaurants/idc-kitchen-residency-road-bangalore-501638,IDC Kitchen,4.4,₹200 FOR TWO,"South Indian, North Indian"
167,255436,https://www.swiggy.com/restaurants/chaat-street-5th-block-koramangala-bangalore-255436,Chaat Street,4.1,₹200 FOR TWO,"Snacks, Chaat, Street Food, North Indian, Fast Food"
168,314519,https://www.swiggy.com/restaurants/chandus-deluxe-naati-style-sadashiv-nagar-malleshwaram-bangalore-314519,Chandus deluxe (Naati style),4.1,₹250 FOR TWO,"Indian, South Indian, Chinese"
169,197009,https://www.swiggy.com/restaurants/kunafa-world-pulakeshinagar-frazer-town-bangalore-197009,Kunafa World,4.5,₹500 FOR TWO,Middle Eastern
170,562239,https://www.swiggy.com/restaurants/sri-udupi-food-hub-bhuvanappa-layout-s-g-palya-bangalore-562239,Sri Udupi Food Hub,4.3,₹200 FOR TWO,"South Indian, North Indian, Chinese, Indian, Ice Cream, Chaat, Beverages, Desser..."
171,453,https://www.swiggy.com/restaurants/chichabas-taj-mm-road-frazer-town-bangalore-453,Chichabas Taj,4.1,₹532 FOR TWO,"Mughlai, North Indian, Biryani"
172,606918,https://www.swiggy.com/restaurants/chickpet-donne-biryani-house-3rd-block-jayanagar-bangalore-606918,Chickpet Donne Biryani House,3.9,₹250 FOR TWO,"Biryani, Kebabs, South Indian"
173,411244,https://www.swiggy.com/restaurants/green-donne-biriyani-and-kabab-center-nagappa-street-malleshwaram-bangalore-411244,Green Donne Biriyani and Kabab Center,3.9,₹200 FOR TWO,"Indian, Biryani"
174,352792,https://www.swiggy.com/restaurants/grameen-kulfi-robertson-road-frazer-town-bangalore-352792,Grameen Kulfi,4.8,₹120 FOR TWO,"Ice Cream, Desserts"
175,712024,https://www.swiggy.com/restaurants/indian-restaurant-r-t-nagar-frazer-town-bangalore-712024,Indian Restaurant,4.4,₹250 FOR TWO,"North Indian, Kebabs, Desserts, Salads"
176,80118,https://www.swiggy.com/restaurants/taco-bell-ashok-nagar-magrath-road-bangalore-80118,Taco Bell,4.3,₹300 FOR TWO,Mexican
177,107119,https://www.swiggy.com/restaurants/shahi-family-restaurant-swamy-vivekananda-ulsoor-bangalore-107119,Shahi Family Restaurant,3.7,₹299 FOR TWO,"Seafood, Tandoor, Chinese, North Indian, South Indian"
178,146490,https://www.swiggy.com/restaurants/karnataka-bhel-house-chamrajpet-basavanagudi-bangalore-146490,Karnataka Bhel House,4.4,₹100 FOR TWO,Chaat
179,454000,https://www.swiggy.com/restaurants/biryani-hotel-5th-block-koramangala-bangalore-454000,Biryani Hotel,3.2,₹150 FOR TWO,"Biryani, Indian, Arabian"
180,593433,https://www.swiggy.com/restaurants/five-star-chicken-jumma-masjid-oph-road-shivajinagar-bangalore-593433,Five Star Chicken,3.8,₹400 FOR TWO,"Fast Food, American, Snacks"
181,41104,https://www.swiggy.com/restaurants/adigas-k-g-road-majestic-bangalore-41104,Adiga's,3.9,₹200 FOR TWO,"South Indian, North Indian, Chinese, Thalis, Juices, Desserts"
182,56718,https://www.swiggy.com/restaurants/tapri-by-the-corner-5th-block-koramangala-bangalore-56718,Tapri By The Corner,4,₹250 FOR TWO,"North Indian, Chinese, Snacks, Indian"
183,676003,https://www.swiggy.com/restaurants/shawarma-on-wheels-cunningham-road-central-bangalore-bangalore-676003,Shawarma on Wheels,4.1,₹400 FOR TWO,"Arabian, Snacks, Fast Food"
184,23847,https://www.swiggy.com/restaurants/dominos-pizza-rest-house-road-brigade-road-bangalore-23847,Domino's Pizza,4.2,₹400 FOR TWO,"Pizzas, Italian, Pastas, Desserts"
185,300609,https://www.swiggy.com/restaurants/chungs-chinese-corner-cunningham-road-cunningham-road-bangalore-300609,Chungs Chinese Corner - Cunningham Road,4.4,₹450 FOR TWO,"Chinese, Snacks"
186,244578,https://www.swiggy.com/restaurants/big-bang-pizza-pulakeshinagar-frazer-town-bangalore-244578,Big Bang Pizza,4.2,₹300 FOR TWO,"Pizzas, Pastas, Continental"
187,143934,https://www.swiggy.com/restaurants/hotel-revoli-inn-shantinagar-shanti-nagar-bangalore-143934,Hotel Revoli Inn,4,₹400 FOR TWO,"Indian, Chinese, Tandoor, South Indian"
188,311183,https://www.swiggy.com/restaurants/san-tung-chinese-16th-cross-road-malleshwaram-bangalore-311183,San Tung Chinese,4,₹250 FOR TWO,"Chinese, Tibetan"
189,5312,https://www.swiggy.com/restaurants/meat-and-eat-2nd-stage-indiranagar-bangalore-5312,Meat and Eat,4,₹300 FOR TWO,Biryani
190,444178,https://www.swiggy.com/restaurants/magnolia-bakery-jk-plaza-indiranagar-bangalore-444178,Magnolia Bakery,4.5,₹500 FOR TWO,"Bakery, Desserts, Ice Cream"
191,61785,https://www.swiggy.com/restaurants/punjabi-nawabi-7th-block-koramangala-bangalore-61785,Punjabi Nawabi,3.8,₹350 FOR TWO,"Chinese, North Indian, Punjabi"
192,133174,https://www.swiggy.com/restaurants/taste-of-malabar-maruti-nagar-btm-layout-bangalore-133174,Taste of malabar,4.2,₹230 FOR TWO,"Kerala, South Indian, Seafood, Chinese"
193,3013,https://www.swiggy.com/restaurants/backyard-burgers-and-grill-defence-colony-indiranagar-bangalore-3013,Backyard Burgers and Grill,4.1,₹250 FOR TWO,"Burgers, Snacks, American, Beverages, Desserts, Fast Food, Arabian, Indian, Sala..."
194,460146,https://www.swiggy.com/restaurants/la-heaven-coles-road-frazer-town-bangalore-460146,La Heaven,4.2,₹300 FOR TWO,"Bakery, Desserts, Beverages"
195,375141,https://www.swiggy.com/restaurants/shrinidhi-military-hotel-south-end-road-basavanagudi-bangalore-375141,Shrinidhi Military Hotel,3.9,₹299 FOR TWO,South Indian
196,3900,https://www.swiggy.com/restaurants/mad-over-donuts-ashok-nagar-magrath-road-bangalore-3900,Mad Over Donuts,3.9,₹200 FOR TWO,"Desserts, Sweets, Bakery"
197,449876,https://www.swiggy.com/restaurants/shyam-mishra-juice-centre-llp-chickpet-majestic-bangalore-449876,Shyam Mishra Juice Centre Llp,4.4,₹160 FOR TWO,"Juices, Beverages"
198,246151,https://www.swiggy.com/restaurants/maedah-8th-block-koramangala-bangalore-246151,MAEDAH,3.3,₹450 FOR TWO,"Arabian, Tandoor, Chinese"
199,571338,https://www.swiggy.com/restaurants/the-punjabi-kitchen-hal-2nd-stage-indiranagar-bangalore-571338,The Punjabi kitchen,3.7,₹5 FOR TWO,"North Indian, Bengali, South Indian, Fast Food, Chinese, Biryani, Desserts, Kera..."
200,3949,https://www.swiggy.com/restaurants/rajdhani-malleshwaram-bangalore-3949,Rajdhani,4,₹400 FOR TWO,"Gujarati, Rajasthani, North Indian"
201,647582,https://www.swiggy.com/restaurants/smoky-docky-khb-colony-koramangala-bangalore-647582,Smoky Docky,4.3,₹250 FOR TWO,"Snacks, Desserts"
202,580691,https://www.swiggy.com/restaurants/rollsking-5th-block-koramangala-bangalore-580691,Rollsking,4.1,₹300 FOR TWO,"North Indian, Fast Food, Beverages"
203,38725,https://www.swiggy.com/restaurants/belgian-waffle-factory-millers-road-vasanth-nagar-bangalore-38725,Belgian Waffle Factory,4.1,₹300 FOR TWO,"American, Desserts"
204,439141,https://www.swiggy.com/restaurants/biryani-blues-church-street-ashok-nagar-bangalore-439141,Biryani Blues,4.2,₹400 FOR TWO,"Biryani, Kebabs, Lucknowi, Hyderabadi"
205,1050,https://www.swiggy.com/restaurants/nagarjuna-chimney-3rd-block-jaya-nagar-bangalore-1050,Nagarjuna Chimney,4.3,₹800 FOR TWO,"Seafood, Andhra, Biryani, South Indian, Desserts, Beverages"
206,724339,https://www.swiggy.com/restaurants/dakshin-authentic-coastal-cuisine-binnamangala-indiranagar-bangalore-724339,DAKSHIN(Authentic Coastal Cuisine),4.9,₹800 FOR TWO,"Coastal, Seafood, Indian, Tandoor, Biryani, Desserts, Konkan, Mangalorean"
207,649992,https://www.swiggy.com/restaurants/now-boarding-cafe-main-rd-jayanagar-bangalore-649992,Now Boarding Cafe,--,₹500 FOR TWO,"Beverages, Fast Food, Chinese, Italian-American"
208,696231,https://www.swiggy.com/restaurants/itc-sunfeast-baked-creations-shivaji-nagar-dispensary-rd-bangalore-696231,ITC Sunfeast Baked Creations,4.6,₹600 FOR TWO,"Bakery, Desserts, Continental, Cafe, Snacks"
209,448116,https://www.swiggy.com/restaurants/the-bowl-company-akkithimanahalli-shanti-nagar-bangalore-448116,The Bowl Company,4.4,₹300 FOR TWO,"Pan-Asian, Continental, North Indian, Desserts, American, Asian, Beverages, Biry..."
